"V1" "V2" "V3"
0.451075043988793 0.783934603295708 0.944887612420372
0.467093272218163 0.773815819829276 0.937101074771253
0.454866153953543 0.758581691684446 0.932520356202221
0.436439953817779 0.778165972994977 0.937053342827971
0.405404674505708 0.753330101314504 0.934763802224381
0.465366251028024 0.774732711653138 0.929510528525198
0.456303946506629 0.763212313840522 0.934360204142895
0.413301724735196 0.801536186034269 0.934212781114067
0.416293105937668 0.756243477648731 0.928002416414714
0.418818066745756 0.819780642779529 0.937432296234221
0.451333928590671 0.77682902811157 0.934589567434361
0.457154239712779 0.771126389897879 0.90952525834047
0.428840221239312 0.752051150411014 0.929778638587445
0.440955132760902 0.787157452545595 0.917749306349134
0.429535269423542 0.78213675600569 0.93311716711302
0.46381212808742 0.795003793487913 0.930754607724232
0.467476287346573 0.798772290234266 0.929348629447407
0.437278207299091 0.8076373270636 0.929684868049392
0.440206209073816 0.780848373945527 0.933848318482394
0.461791074056327 0.761660974982625 0.93020373771478
0.440980582326244 0.770179386285177 0.923156219356872
0.458762339677846 0.788308723435919 0.919872920992902
0.41425752093527 0.773694531586918 0.936517362043579
0.440422322436365 0.78910562982522 0.929012493576243
0.429681432583034 0.790602594219345 0.927778521450438
0.433874718877094 0.784469725903596 0.926783388835782
0.427487901884102 0.786519243686265 0.937265352615353
0.417640878510484 0.789282396692877 0.932938283920715
0.458244125377952 0.794533021296217 0.94022760394698
0.42843745734457 0.781227566488602 0.92482600189155
0.434749986724711 0.799247235110001 0.939662963741025
0.443498504323446 0.777748462403717 0.947847658700428
0.454076739107818 0.782450510703625 0.92926073916833
0.43098678613767 0.801786251182965 0.927140628419445
0.439217004288469 0.780953050917429 0.918570119545708
0.43544877063028 0.777731533657841 0.925302763263923
0.467673540153756 0.78054055877092 0.940796478052111
0.44095429419159 0.802129237889532 0.93390845208632
0.465342123683907 0.782553697546116 0.920245031400205
0.435324102752971 0.770983124597462 0.906633147748294
0.454409579456804 0.792069621555101 0.929963993055787
0.43929437074864 0.800672587490048 0.938709194496028
0.446692035752735 0.777823512736864 0.950146170812976
0.431069394024261 0.778210694096186 0.942376778060385
0.443814082274786 0.792689161748348 0.932725546697148
0.435087270331574 0.784216076105679 0.922179677705596
0.419843784859534 0.793905077762695 0.92533266334617
0.426799318233174 0.779192197041849 0.926515217477334
0.41794733065039 0.773858754001614 0.931257373799752
0.425428538353169 0.798602382551603 0.928804999399465
0.449995890389694 0.799274749068351 0.954077292747189
0.470028646111826 0.778135337116039 0.924098091120496
0.430432753876172 0.795743849887289 0.931866081717593
0.440946877548007 0.79492045068291 0.922386387295195
0.458336683447363 0.787135247056009 0.941260249393935
0.44993589922032 0.789543813646358 0.929590656768816
0.430151892909378 0.782330807839457 0.912675541509902
0.433927530551213 0.789606985415434 0.947161942909765
0.468204061464059 0.781658768228899 0.940292753507779
0.459891252606638 0.792390361990776 0.934886576467922
0.459840436257296 0.790615469589041 0.926463195208943
0.472105531716526 0.773129239636962 0.941092169845207
0.450489476844889 0.763460385728277 0.943777865119572
0.433522148125 0.794056537116763 0.915305927299141
0.453190021051723 0.765670597229017 0.934330373094193
0.466100140924202 0.769115548533276 0.94220211825199
0.433733920989468 0.789427088223174 0.942875516148697
0.453535229166661 0.788324368366239 0.932226216396503
0.433114528529921 0.791914169113484 0.929851479224618
0.457720893696626 0.792811145097893 0.932266808995589
0.486151133237819 0.787683503643949 0.930330050359184
0.449313141879902 0.785501183163654 0.920397191323784
0.429562953208057 0.804946183989008 0.937532627079291
0.478357545647944 0.764252308201506 0.927077351615049
0.431329500858217 0.801842781715006 0.93262267174952
0.470175977117393 0.790440440848925 0.927115698816494
0.479451264459848 0.759835757718121 0.946791035372245
0.443422974931752 0.803962577650315 0.943554495811889
0.435606136352151 0.76940250753457 0.929659479781677
0.462350102400892 0.791170971066965 0.926616899331077
0.415219964005908 0.770691013511115 0.924877862056596
0.435468520989229 0.78350752824183 0.937871333838826
0.436765143959347 0.765962669092363 0.932236883901557
0.449352278073961 0.779121724407457 0.941498039412001
0.429405569694111 0.786247036774072 0.941657126290212
0.458320266322087 0.802786982813381 0.925764098715212
0.452068785089727 0.768064072171762 0.934743335064945
0.452123968238281 0.798766343952957 0.912654903905202
0.436872476424568 0.770919318070288 0.922164748039175
0.463682451167869 0.801502820760045 0.920600819238342
0.466839170015806 0.765954669602145 0.9326972242259
0.439744355036999 0.808003887330033 0.937029667942277
0.463115469476536 0.768296103961389 0.934660556520456
0.435111296608638 0.785625637918574 0.931412470858569
0.44053631961945 0.793209926871691 0.926173342711351
0.420420653955555 0.797880642192535 0.942685466583847
0.457168447367507 0.775718170208489 0.939031599683948
0.428885700280244 0.791230311862183 0.939351397511813
0.415236799947987 0.78540820026406 0.936107593532827
0.443239578821228 0.778819132589184 0.936157486902887
0.436061910736573 0.770550199266303 0.940413815919787
0.453930756933417 0.761976923332411 0.927458586837374
0.441668284519358 0.774950925377077 0.939718005822872
0.435731966336333 0.797732323475058 0.91773890861639
0.466901036461946 0.784232794903924 0.921195922887286
0.451139523124131 0.77783331197309 0.928522000486837
0.491173238691383 0.775215562248212 0.922501231114859
0.449653293849107 0.78768451457523 0.934514973508422
0.463895334914067 0.773854503625743 0.934763911281562
0.4307111712333 0.769297360241816 0.926857876848441
0.451146558478497 0.76317070102704 0.926155709761251
0.420219220565465 0.781386458934709 0.935690991307128
0.438685836104621 0.774079229721655 0.918119889555666
0.447143059449572 0.77689052367509 0.928488342460334
0.462759879958404 0.773773243348725 0.93527411423176
0.421773451678049 0.789450545089428 0.930863301594032
0.442005243150203 0.793036887440831 0.92124077271649
0.457412683858451 0.793965036281011 0.918536928535053
0.451061064117738 0.775130682968455 0.922418879959858
