"Gender" "Race" "Hisp" "Age" "Relate"
"1" "8" "5" "19" "3"
"2" "1" "3" "13" "3"
"1" "1" "5" "5" "3"
"1" "2" "1" "67" "2"
"1" "2" "1" "10" "3"
"2" "1" "1" "56" "2"
"2" "1" "1" "34" "10"
"1" "1" "1" "40" "7"
"1" "1" "1" "2" "13"
"2" "1" "1" "66" "2"
"2" "1" "1" "61" "12"
"1" "1" "1" "7" "3"
"2" "1" "1" "19" "2"
"2" "1" "1" "83" "2"
"2" "1" "1" "52" "2"
"2" "1" "1" "67" "2"
"1" "1" "1" "12" "3"
"1" "1" "1" "40" "12"
"2" "7" "5" "20" "3"
"2" "1" "1" "51" "2"
"2" "7" "1" "58" "2"
"2" "3" "1" "58" "3"
"1" "7" "1" "61" "6"
"2" "9" "5" "53" "10"
"2" "1" "1" "27" "2"
"1" "1" "1" "77" "7"
"1" "1" "1" "8" "3"
"2" "1" "1" "64" "2"
"1" "1" "1" "30" "3"
"2" "3" "1" "46" "2"
"2" "1" "2" "18" "3"
"2" "7" "2" "36" "7"
"2" "1" "1" "45" "12"
"2" "1" "1" "20" "2"
"1" "1" "1" "2" "3"
"2" "1" "5" "33" "7"
"2" "6" "5" "4" "3"
"1" "2" "1" "50" "3"
"1" "2" "1" "42" "3"
"2" "1" "2" "89" "2"
"1" "1" "1" "71" "2"
"1" "1" "1" "30" "3"
"2" "1" "1" "63" "11"
"1" "1" "1" "89" "2"
"2" "1" "1" "50" "3"
"1" "5" "1" "4" "12"
"1" "3" "1" "1" "3"
"1" "1" "1" "35" "2"
"2" "1" "1" "9" "3"
"2" "1" "1" "61" "2"
"1" "7" "5" "26" "11"
"2" "1" "1" "62" "2"
"2" "7" "1" "50" "3"
"2" "1" "1" "94" "2"
"2" "1" "1" "56" "2"
"2" "1" "1" "2" "3"
"2" "1" "1" "67" "12"
"2" "1" "1" "16" "2"
"2" "1" "1" "48" "2"
"1" "1" "5" "22" "3"
"1" "1" "1" "25" "3"
"2" "1" "1" "2" "12"
"1" "1" "2" "48" "3"
"2" "1" "1" "42" "2"
"1" "1" "2" "47" "2"
"1" "1" "1" "28" "3"
"2" "1" "1" "21" "3"
"2" "1" "1" "78" "2"
"2" "1" "1" "9" "3"
"2" "1" "1" "2" "12"
"1" "2" "1" "48" "2"
"2" "2" "1" "12" "10"
"2" "1" "1" "6" "8"
"2" "1" "1" "64" "6"
"1" "2" "1" "16" "2"
"1" "4" "1" "80" "2"
"1" "4" "1" "16" "3"
"2" "1" "2" "2" "3"
"2" "1" "1" "75" "12"
"2" "1" "1" "46" "2"
"1" "1" "1" "28" "2"
"1" "1" "1" "6" "3"
"2" "6" "1" "20" "2"
"2" "7" "2" "86" "7"
"1" "7" "2" "86" "2"
"2" "1" "1" "64" "2"
"1" "1" "1" "64" "2"
"1" "2" "1" "7" "3"
"1" "2" "1" "25" "3"
"1" "2" "1" "50" "3"
"2" "1" "1" "47" "9"
"2" "1" "4" "83" "2"
"1" "1" "2" "14" "3"
"2" "1" "2" "8" "3"
"1" "1" "1" "23" "3"
"1" "1" "1" "16" "3"
"1" "1" "1" "94" "7"
"2" "1" "5" "72" "2"
"2" "1" "1" "96" "2"
"2" "1" "2" "4" "3"
"1" "1" "1" "5" "3"
"2" "1" "2" "90" "2"
"2" "1" "1" "49" "2"
"2" "2" "1" "25" "3"
"2" "1" "1" "69" "2"
"2" "8" "1" "13" "6"
"1" "8" "1" "77" "12"
"1" "1" "1" "70" "6"
"2" "1" "1" "22" "12"
"2" "1" "1" "22" "2"
"1" "1" "5" "21" "12"
"1" "1" "1" "50" "2"
"2" "1" "1" "19" "6"
"2" "1" "1" "8" "3"
"2" "1" "1" "93" "13"
"1" "1" "1" "10" "3"
"2" "1" "1" "94" "11"
"1" "1" "1" "72" "2"
"1" "1" "1" "63" "2"
"2" "1" "1" "9" "3"
"2" "1" "1" "59" "2"
"1" "1" "1" "26" "2"
"1" "1" "1" "22" "12"
"1" "1" "1" "50" "2"
"1" "1" "1" "24" "8"
"2" "1" "1" "16" "3"
"1" "1" "1" "53" "2"
"2" "1" "1" "20" "12"
"1" "4" "1" "93" "11"
"1" "1" "1" "1" "3"
"2" "1" "1" "20" "2"
"1" "1" "1" "26" "2"
"2" "1" "1" "29" "3"
"2" "1" "1" "11" "3"
"1" "1" "1" "35" "2"
"1" "1" "1" "28" "3"
"2" "7" "1" "71" "10"
"2" "1" "1" "75" "2"
"2" "2" "1" "31" "2"
"1" "1" "1" "45" "2"
"1" "1" "1" "28" "3"
"1" "1" "1" "2" "3"
"2" "1" "1" "45" "2"
"1" "1" "5" "7" "3"
"2" "1" "5" "1" "3"
"1" "1" "5" "22" "3"
"1" "1" "1" "70" "9"
"1" "1" "1" "48" "2"
"2" "1" "1" "21" "3"
"1" "1" "1" "85" "12"
"1" "1" "2" "23" "2"
"1" "1" "2" "26" "13"
"2" "1" "1" "56" "2"
"1" "1" "1" "8" "12"
"1" "1" "1" "7" "3"
"2" "2" "1" "31" "2"
"2" "2" "1" "3" "3"
"1" "2" "1" "25" "3"
"1" "1" "1" "93" "10"
"2" "1" "1" "93" "2"
"2" "3" "1" "11" "3"
"2" "3" "1" "1" "3"
"1" "1" "1" "35" "2"
"1" "1" "1" "22" "3"
"1" "1" "1" "27" "3"
"2" "1" "1" "43" "2"
"2" "8" "1" "26" "5"
"2" "1" "1" "52" "2"
"1" "1" "1" "6" "3"
"2" "1" "1" "50" "6"
"2" "1" "1" "16" "3"
"2" "1" "1" "57" "9"
"2" "1" "1" "22" "2"
"1" "1" "1" "2" "3"
"1" "1" "1" "68" "12"
"1" "1" "2" "44" "2"
"2" "1" "1" "16" "3"
"2" "1" "1" "64" "2"
"2" "1" "1" "62" "2"
"2" "1" "1" "65" "2"
"2" "7" "2" "48" "2"
"1" "7" "2" "12" "3"
"2" "1" "1" "19" "2"
"2" "4" "1" "71" "2"
"1" "2" "1" "38" "2"
"2" "2" "1" "42" "6"
"2" "2" "1" "2" "3"
"1" "6" "1" "39" "7"
