"V1" "V2" "V3"
0.448806706790315 0.959291389079187 0.561974096231347
0.411298250528707 0.96390428747854 0.561955642355602
0.356935612406448 0.969743617021551 0.574420675592027
0.330131568917122 0.964886333230167 0.566447285897079
0.362408362238664 0.973612349378638 0.567082388073671
0.390819364785578 0.982471786251474 0.585520950663217
0.374283940547645 0.994120518138681 0.58612531449482
0.354143908763822 0.994394794206521 0.544192426365294
0.406298999318867 0.98770654947139 0.581499732226101
0.422213222477269 0.998527153299184 0.561893925865352
0.381264524326145 0.967744839167291 0.594836712341343
0.359491861800781 0.983676292788216 0.589113677472083
0.419531777904543 0.95775734995913 0.588373773029773
0.426705843585831 0.960473567195672 0.588368803261841
0.473097523677392 0.972431048233798 0.571368024769485
0.455804542738126 0.952905759107075 0.578080791240269
0.518999235984299 0.970182951158666 0.582823922487102
0.474235809342526 0.96748232986585 0.567252315407144
0.515874938179866 0.95358078934454 0.563764159287977
0.487807321725841 0.986530747122587 0.594794628653168
0.486467414142149 0.989942756297073 0.599647157983875
0.48251978508045 0.974144753229524 0.588537379552199
0.46747038063679 0.941743901688944 0.585969454420589
0.435138177647599 0.950424060104092 0.590821280263665
0.412194034844337 0.949240633207836 0.595945810721771
0.440994378891149 0.961652280585242 0.578148661419642
0.455724494823006 0.957003431661854 0.5917406376921
0.39818282347162 0.966733524978861 0.565979366708464
0.419195883395616 0.994707208193291 0.567749213540651
0.461152023895924 0.994020961350168 0.583998498116346
0.457100988307759 0.992171558538757 0.565291323165815
0.41088775284337 0.990213378475471 0.57661648766566
0.38861043824857 0.97655902653423 0.572345130665729
0.462137626611294 0.976092641079485 0.597743356204655
0.511587870266739 0.985492134747075 0.597113285338146
0.567394612532698 0.983872644293618 0.587267965607641
0.541073034092432 0.989983009239155 0.595896961043455
0.543030042579425 0.972453376835038 0.569615046278584
0.502888806253643 0.984564536787912 0.582152881405909
0.497771151206246 0.966281071920186 0.579260485505108
0.498963757666807 0.979443401371879 0.594734506367831
0.517567505790145 0.980815881021647 0.575276651388202
0.503249905986996 0.977613037665786 0.566950866300326
0.467763485136287 0.965971367678012 0.584928149107019
0.4946078463135 0.965166493822566 0.592390819769898
0.482380837059759 0.951558685365115 0.573272306201578
0.48846143580883 0.938445438634215 0.578794019300189
0.478038229153617 0.958511428735191 0.595742174715878
0.492872325083242 0.937508009369246 0.605581389907144
0.50889567205421 0.952416968257067 0.582921417102768
0.51333804688554 0.963511554200475 0.564014517533697
0.51303376867276 0.970144270458178 0.555431415827842
0.539994465324727 0.972202542860878 0.585380577927215
0.494533139371655 0.953206309887035 0.574063447533299
0.454647908265826 0.983213636095731 0.599611413568374
0.475175932919045 0.974230510358358 0.571098581008125
0.428137901841669 0.965181070529623 0.575514422055044
0.481293392274952 0.975036466099046 0.584823587705383
0.493041633204866 0.983340861529569 0.617478940607092
0.496379572602081 0.978678433790314 0.567532405293938
0.558964771940248 0.997270972849501 0.57115573648429
0.476068725909391 0.990550089275861 0.591950034589313
0.421705921786029 0.994780961405467 0.591661306167085
0.439484539344013 0.997448427403787 0.571732751899931
0.420255050203382 0.997697504671645 0.573138296396422
0.492152783278888 0.991009829523355 0.563475868538179
0.537909987920845 0.96970106328101 0.569833010492626
0.532747431345531 0.951052220105371 0.594991485897472
0.584529861614839 0.985002664519332 0.566882753179509
