"V1" "V2"
0.12841996958449 0.986553132959414
0.085952729681017 0.983061792149025
0.0587100870736207 0.976666603444221
0.160783773637797 0.971735313021313
0.138257855094644 0.971406450177586
0.068431160210471 0.999143448699741
0.177776881946083 0.990940132829
0.158813599478582 0.988654580593356
0.168634801330333 0.987847137002597
0.154933938008419 0.98492677806122
0.15275112430689 0.987797694930052
0.0947347049459807 0.976381168266713
0.0946070962439445 0.992016203712419
0.18098925295416 0.982784488209168
0.0614088354616938 0.990491153191366
0.194248587421494 0.970341187305183
0.0729502929011951 0.996964531948983
0.147694861102618 0.981413272107417
0.124703137136712 0.887101738373192
0.0553136837101183 0.939316914798378
0.0901075973743409 0.962673338990403
0.0719547434805 0.996807961643451
0.100989628171224 0.974076475019691
0.0822310934130172 0.977967328754554
0.159731394027815 0.97580178205537
0.100243990776488 0.960905914223827
0.134046835914803 0.939009875224758
0.0832717438145106 0.940104588537622
0.0792431063055327 0.880587692130489
0.0687005244295541 0.986985906681757
0.0524517148141636 0.960567683140898
0.112194222304631 0.982107124275443
0.0984506363180455 0.999796620656818
0.185636249990801 1
0.136950688682635 0.959266196042003
0.200489339362655 0.98336330213581
0.133934314385048 0.981009875539952
0.188716094779449 0.971256668488725
0.151802891381446 0.990935810998488
0.107016662530448 0.991624979126792
0.221347397438602 1
0.106134529359812 0.983326813802272
0.124226665321764 0.999165556271566
0.147162241602513 1
0.224146671482898 0.995797216174068
0.135773580425245 0.969459931305367
0.100929498905213 0.987473230031005
0.120955246337321 0.99534126877855
0.137245774136433 0.996340795928082
0.174841181898765 0.990598651351148
0.0997886395500359 0.993766650305156
0.0790269390800039 0.995999901347217
0.185687433951199 0.99913543422655
0.183658537579606 0.997245153643843
0.164950817049776 0.97632588730068
0.143097504053144 0.991136180936487
0.260121423379454 0.999741115715798
0.247653144996775 0.969832476057938
0.209491510327678 0.936873353904202
0.120379253313046 0.92215929294777
0.152659020288091 0.965150941080541
0.154756887033234 0.955951257201929
0.171027293285306 0.976376033036062
0.123928513956949 0.965633896837764
0.202966566543822 0.937938703612664
0.141317036097437 0.986304399095172
0.14189591226147 0.974722470219438
0.134686377214744 0.941529944331917
0.137539272015719 0.954386151501849
0.188670760478977 0.945689477904382
0.131846950190222 0.996393871001044
0.175301445616089 0.979920271043058
0.14174983320842 0.959092866387447
0.118334474279516 0.923162540239577
0.0985042288558431 0.933817122288276
0.122356022071346 0.949271989609556
0.160278752797808 0.996856064071256
0.151311182464642 0.970252765751709
0.202153226780388 0.982341848950212
0.179015243530595 0.999340145613198
0.184313352689697 0.987655581421399
0.113399893678134 0.938271739150289
0.150332226541093 0.9827462447247
0.164006115114043 0.962576746007997
0.174328407496669 0.965056400878605
0.154014769349126 0.97722537240427
0.248016516971619 0.966173764723637
0.188318636748714 0.98582057384365
0.198227785545602 0.99332418757195
0.18041221065883 0.997170048800763
0.170962988955314 0.999026059135187
0.0994275769404756 0.983511328337126
0.131466077480884 0.99928837612087
0.104285966282771 0.992894822663394
0.108894506524982 0.981271777124929
0.11395278515368 0.950264499624713
0.149261031999532 0.958468460074916
0.116986900143059 0.98181353138363
0.144772489523178 0.967972409117934
0.188383743696453 0.971283805443398
0.0991621283244864 0.988198554115106
0.190410838730095 0.997477104480804
0.247158144217919 0.992180928739173
0.119665914304455 0.995428056951184
0.176019223391557 0.982560651025652
0.145253277461394 0.980787150677682
0.208581977202548 0.978045403222297
0.132307493546946 0.916993041736945
0.0890500218179096 0.96525734870036
0.152327775885322 0.980613833336564
0.0845012413546328 1
0.0960031283517231 0.98687810848749
0.169918445488654 0.980400626339282
0.171929416141667 0.981549269491677
0.140751911770665 0.987382081719909
0.206721436306713 0.992440712325024
0.213241781388919 0.994295723330074
0.077869216271917 1
0.139295367318208 0.967339873466677
0.115475994201804 0.99170898149107
0.0470378812758039 0.966525130437533
0.0653032969972782 0.969187196626173
0.113208985292008 0.997189330582623
0.137229907595866 0.978074127253403
0.0757044673850262 0.999823050359649
0.045917510691316 0.987957398989454
0.0668096363005546 0.983088447497833
0.121054326857054 0.987227141300117
0.112232398428318 0.958277249018348
0.119722776015837 0.933273425290064
0.112951554740729 0.880820030489705
0.0441423121504821 0.988521321004544
0.129042024541372 0.998702036186789
0.0487728225957065 0.975742508883625
0.11236052830874 0.988459104882502
0.116258772870632 0.995482017135502
0.177600962096897 0.995517297965486
0.194211942449028 0.988633500336226
0.14843855888819 0.9932440307053
0.142567231456815 0.994667544943094
0.14053228832396 0.980428065008552
0.129278843954831 0.99032480256581
0.0711575210115074 0.988045406073819
0.108858118501635 0.992248328751825
0.0999030785003517 0.989511593102708
0.217359887451347 0.999378322832387
0.104946855611475 0.999643048249121
0.1813367203661 0.987261495830096
0.151950648495996 1
0.166683564538574 0.97678084855303
0.190975596855644 0.996446903708605
0.112457044219517 0.984773315924252
0.121253839943283 0.997876413888591
0.181023571033794 0.984199096002237
0.166307852069011 0.988674194434039
0.10078540070233 0.995184764728445
0.132463059319951 0.975560918526355
0.162986791021189 0.976700612010878
0.265194422163765 0.964218951183788
0.0995384264188683 0.940319550836585
0.169674107863805 0.897530814540902
0.206592557901622 0.966589107077222
0.151921122448721 0.945852489009535
0.222522593029253 0.997068609808732
0.123973554573178 0.970175083637906
0.224854289376939 0.950422109316068
0.170615881974279 0.927984261561395
0.114799338756933 0.966602721091881
0.153046689492486 0.931946687238255
0.123322447116543 0.986290502555226
0.124953403312497 0.990484309428381
0.0948058624300595 0.985524999826354
0.131072469969251 0.975149684753836
0.138585405671651 0.987138121478062
0.238008624653637 0.996235572765109
0.18288475004953 0.985262303049908
0.101397458695161 0.998587459225698
0.15603621252043 1
0.125492843436743 0.998836361465863
0.15566001803611 0.990908105013267
0.140679661022521 0.98909440914626
0.204136697077044 0.977633139991326
0.151916707534773 0.99328378374169
0.0943944211314978 0.999030441144926
0.143239072994862 0.974405920256442
0.179308396964686 0.89415599032153
0.154037671203367 0.969705591375991
0.154106567315821 0.965774119419194
0.121504538698608 0.996722106499086
0.126600507968319 0.995712947749483
0.161739923169666 0.99250784683842
0.109025848270329 0.99597397006385
0.0750049982458722 0.992586345426522
0.0497229184193304 1
0.113393312478378 0.988725408057256
0.126463594604975 0.989474930555533
0.117737681804581 0.984447692484413
0.161566301421794 0.986941907365636
0.106673304002127 0.948336260024812
0.11482311188308 0.96214112023917
0.183095045842455 0.964153354172822
0.25949553458479 0.932935131163204
0.169427172733744 0.957062836176515
0.18490927296181 0.991223226545091
0.0956135250502738 0.964951647900332
0.161368509482057 0.975328082701023
0.208738298931234 1
0.157451622199473 0.917151842454588
0.21730277327736 0.958050361385878
0.142516023429319 0.963111756861957
0.172861575003971 0.944105643608244
0.142450828499005 0.970140002421627
0.21812149421194 0.987843957402251
0.134469983271031 0.973247429524254
0.213896290012474 0.973075634934293
0.0592896789490425 0.99619448195043
0.134241562705194 1
0.211505878481802 0.995134898683485
0.143923711687583 0.978699508353285
0.0691194640712943 0.964409155267289
0.0412228787288908 0.97366966925195
0.0329374023574942 0.988181812402086
0.0953681591983933 0.987385432622609
0.165336877199916 0.9765035709492
0.204036889525958 0.995077564012276
0.0995357881709577 0.994523391981709
0.169970596217233 0.974212250256428
0.193214319640723 0.971083075575046
0.0848059738513034 0.980929916410655
0.150639295393863 0.964181123505125
0.138281524513981 0.953557297930553
0.150203443456043 0.98322631657274
0.225513309478326 0.987156397405085
0.1095992367358 1
0.0684644268531591 0.992927113102432
0.0979518676318715 0.99292134995745
0.0695939178504756 0.993535526115486
0.112765987798177 0.992724320289168
0.0881867426911893 0.995209653488606
0.0595011083131896 0.987211846607628
0.05907182506839 0.983784776732615
0.0879253821307169 0.999852084628762
0.136587740689852 0.941722304383214
0.0803046063852527 0.979233681971273
0.154261887813009 0.997431946932577
0.152157514504421 0.995425204589905
0.125408748447523 0.983018239210341
0.100126557282012 0.986302621035991
0.22581675032418 0.995526661922302
0.166785893945354 0.989745014243234
0.153093389534919 0.966366983490243
0.0507537240914907 0.939762209603111
0.0831420622364097 0.885940238366607
0.111727872685209 0.889549969547994
0.0651217409695007 0.952687113263955
0.00830507381697938 0.961686679944365
0.066455549784747 0.960468168196294
0.0347157486046561 0.989537415823863
0.00625732596798821 0.992950473989109
0.0238301557945162 0.979243017234565
0.0535021404143253 0.995517843090041
0.108930446825161 0.972952059421039
0.128915231007354 0.948607005773548
0.0970517890877885 0.969694404080518
0.227317017821542 0.985072059677826
0.152158297653185 0.993309637076519
0.100798306555075 0.926155843806247
0.113339097381338 0.905410937496676
0.142722913932786 0.941159368571102
0.161862157958359 0.957941642403551
0.151596966067642 0.932848773292131
0.113870908860624 0.98004534252526
0.127026972286615 0.978221573153749
0.175405169078171 0.979618922911576
0.158118042576576 0.966821409008108
0.138467226874982 0.912881105304219
0.100567836187239 0.941620372984722
0.141677421093433 0.983536636884036
0.303459407979451 0.976397214398822
0.175209048951591 0.980000284112953
0.192976536563001 0.968195472076859
0.140457160524188 0.999442251380694
0.113689418119867 0.992174311730833
0.128921160722519 0.963878963993847
0.234802062381091 0.98519910161085
0.181206310793323 0.992996179687646
0.153655147545197 0.990225350925115
0.264715009959793 1
0.181786592707126 0.94877083091952
0.122467121693121 0.977935353899808
0.108829537232166 0.987754114070448
0.221965958935073 0.990832087420236
0.166698402661932 0.972895408145167
0.203005734772089 0.997271636234719
0.160644906136127 0.968531434284671
0.186994262603969 0.999976364252295
0.207075801604627 0.993312297583495
0.241181779628022 0.991373777481341
0.19746320279502 0.9676916423422
0.231918450108125 0.987854192387371
0.113087502120908 0.97918448375291
0.130839896066422 0.998723214350527
0.135823822837149 1
0.143106332583998 0.99688835466133
0.177859454451863 0.932419125315721
0.169722938272012 0.998111918268382
0.214141685522655 0.993496659636885
0.251531391902768 0.988335230878771
0.166314180421903 0.971751221534005
0.201375535471714 0.973550041210653
0.210127626456823 1
0.199340850980834 0.993993645510968
0.155348640697466 0.98098174876991
0.193060710157106 0.982623917632815
0.147792403389294 0.970854927789175
0.165140664529171 0.995260465343835
0.104793412024342 0.983340217694243
0.113446119075748 0.965998125281604
0.103154626480933 0.954038016793727
0.101189652743043 0.982816375341952
0.120245929593575 0.991186010751192
0.148260221615754 0.988095018809071
0.0687265750785074 0.999675124020242
0.0578228244726713 0.9518777010755
0.0940534609558695 0.991079058077088
0.0881877306975121 0.978732704978779
0.0984649619273848 0.99976066194688
0.138017447407171 0.957241168294667
0.23713537868875 0.897408738313465
0.205640046308348 0.989238744110275
0.0842409105123088 0.980266463379183
0.114942019877991 0.97528134079958
0.105041036523146 0.999240507539977
0.111582942299241 0.985858498100259
0.200308964741616 0.961314799239272
0.159222693665336 0.994284452193539
0.148401117032789 0.999413044371158
0.174284040594507 0.989577643270353
0.171761648537063 0.978953847680119
0.198067848069497 0.978289861084313
0.159400386234673 0.982470729531388
0.117409922398309 0.998017208270861
0.226831059648809 0.979200029959248
0.149882629004579 0.998472710716526
0.170532862006524 0.948705176997118
0.21268898786635 0.981390695295748
0.102931085038488 0.994010263741269
0.0527256946995315 0.990579519165988
0.0353638712229683 0.998887274006183
0.0260805328475478 0.991896090978844
0.0724227182890427 0.990084215874887
0.124657343599774 0.987677882958584
0.189293538191398 0.986234482851284
0.167354680054519 0.9759764285912
0.12367693035839 0.979103619925672
0.106401427457656 0.960943010950847
0.220068343476146 0.998278161866144
0.261623428021678 0.996422974410843
0.186093223112636 0.979702154923456
0.156195365225678 0.993983503043479
0.1139520919259 0.990984030772446
0.125651385901879 0.998796183694773
0.124051998586392 0.973474544058714
0.170972015928057 0.980357581599649
0.21461620289821 0.895227253761509
0.136981507478077 0.921704318863644
0.109562658267838 0.992560122476314
0.110948568358005 0.99743197842916
0.128965613118019 0.99046468551053
0.072113220346702 0.979379607648356
0.194253586795591 0.994768773486304
0.115959864948387 0.987774354498797
0.248098733256674 0.995542610077194
0.164420603434917 0.97430924872848
0.127761613964908 0.97633138108468
0.0724661064982342 0.97602931851514
0.0428534279581344 0.894230998835812
0.124243342903388 0.947810516475087
0.0698823499998562 0.939334380621651
0.0679781845399267 0.916880700473234
0.165162361890001 0.98953808996373
0.172515821251263 0.989723100907074
0.187891682026293 0.991831536814609
0.0954910476894884 0.99895424382634
0.13827658934656 1
0.245601457838644 0.954374882150896
0.196606277793938 0.985592569924007
0.0550645768336615 0.988948055255408
0.159750529133845 0.938594657792566
0.0760278487158743 0.935403456752444
0.196435953443711 0.970434416496422
0.18243530757139 0.997140785094195
0.221079611679352 0.977824835964734
0.222393448069941 0.990005752730414
0.182911828821598 0.988454569644734
0.200064335184973 0.994851506362772
0.196044591358687 0.965099954650743
0.209834622254648 0.981375196647991
0.135064152155308 0.974823746257591
0.0895291409144935 0.999751767282119
0.131106728852574 0.987234935299679
0.121697941783144 1
0.154796031670254 0.970534426346092
0.15327344330984 0.974631182899877
0.156555567531966 0.993401713976153
0.193006853400533 0.978931472651445
0.199009564759176 0.944744721424479
0.167674788835405 0.971559067222733
0.133994048004414 0.979303773125193
0.170767692761974 0.964334082248488
0.18039677371984 0.938520401366447
0.155976277180877 0.981356134771061
0.140935304969084 0.998443164144793
0.184631097390631 0.999460053359094
0.14255325228299 0.960019417870665
0.143482109552485 0.982565630004049
0.190277700362571 0.997839926519616
0.251218844903832 1
0.187645653539681 0.992261905645206
0.0925758362574561 0.991159980324384
0.134354376502763 0.991128302637359
0.156995751843813 0.968973983963983
0.114911665341059 0.987535029282106
0.0613995589735999 0.988459731717875
0.121763420665459 0.989688905739358
0.139519131516791 0.988472655539268
